Date,Close,High,Low,Open,Volume,Stock,Year,Month,Quarter,Day,Daily_Return,Volatility,MA50,MA200,Cumulative_Return,Avg_Volume_30,Annualized_Volatility,Sharpe_Ratio
2020-11-05,115.4559555053711,116.02824377297978,113.3608163942021,114.408382249631,126387100,AAPL,2020,11,4,5,0.035493663170394374,0.02710100040192044,112.72582550048828,88.4704920387268,1.5961531058026155,130649720.0,0.430215044067258,0.04069020391540055
2020-11-06,115.32479858398438,115.82033327578648,112.83737692583377,114.96528648231298,114457900,AAPL,2020,11,4,6,-0.0011359909570071158,0.026337750013571387,112.60719314575195,88.6638199043274,1.594339890308425,129465603.33333333,0.41809881977338764,0.04186937882306839
2020-11-09,113.02198028564452,118.53121707167844,112.75963885381935,117.083465097586,154515300,AAPL,2020,11,4,9,-0.01996811029904244,0.026312715956956532,112.44643310546876,88.8569045829773,1.562503935524583,130027033.33333333,0.4177014164447275,0.041909213570709036
2020-11-10,112.68190002441406,114.25596336763644,110.89406574913824,112.27381007713998,138023400,AAPL,2020,11,4,10,-0.0030089745408012902,0.026275957823263283,112.1967626953125,89.03776456832885,1.5578024009626878,131315073.33333333,0.41711789916226033,0.0419678414801376
2020-11-11,116.10211181640624,116.23814181960137,113.1385925604224,113.86732789743012,112295000,AAPL,2020,11,4,11,0.030352805474979982,0.026703992557307592,111.91578430175781,89.22771799087525,1.605086074207565,130302400.0,0.4239127399149338,0.04129514454810342
2020-11-12,115.83002471923828,117.11259831587536,115.20817130347952,116.22840350190612,103162300,AAPL,2020,11,4,12,-0.002343515487454817,0.026678943256485815,111.68329513549804,89.41687692642212,1.6013245301339616,129870463.33333333,0.423515094591991,0.04133391724192115
2020-11-13,115.87863159179688,116.27700303551688,114.52804275815,116.05352836084144,81581900,AAPL,2020,11,4,13,0.0004196396631737098,0.025926156171472398,111.6558595275879,89.62357065200806,1.6019965094204187,127766126.66666667,0.41156497008923054,0.042534081233333396
2020-11-16,116.88914489746094,117.55957633149036,114.80010222486769,115.54826720324448,91183000,AAPL,2020,11,4,16,0.008720445623001227,0.025393813498451188,111.64708206176758,89.83634046554566,1.6159666328690572,127264100.0,0.40311429213874156,0.0434257435470554
2020-11-17,116.00494384765624,117.24865091924096,115.5871353083196,116.16041093814378,74271000,AAPL,2020,11,4,17,-0.007564441082876905,0.024816722326748822,111.77853271484375,90.03241895675659,1.6037427484828242,124356526.66666667,0.3939532537939296,0.0444355712308106
2020-11-18,114.68350219726562,116.42275133775613,114.65435397133162,115.24705927558566,76322100,AAPL,2020,11,4,18,-0.011391252877342883,0.024772629109591084,111.79625686645508,90.21875932693482,1.5854741092846514,123672296.66666667,0.39325329567130474,0.04451466284773751
2020-11-19,115.2762222290039,115.68431227037438,113.49810608907283,114.25598971249796,74113000,AAPL,2020,11,4,19,0.005168311225085764,0.024779506437961347,111.90013549804688,90.40353563308716,1.5936683329207502,123360156.66666667,0.3933624698746182,0.04450230820482071
2020-11-20,114.0130615234375,115.40251710432108,113.96448361868472,115.27620565626935,73604300,AAPL,2020,11,4,20,-0.010957686512809706,0.02468897914278406,112.00765579223633,90.5873190498352,1.5762054149232125,122463403.33333333,0.39192539361520357,0.0446654852064954
2020-11-23,110.62201690673828,114.2851304944073,110.5248536828197,113.85760341347095,127959300,AAPL,2020,11,4,23,-0.02974259765844567,0.022222828316205444,111.9821728515625,90.75231271743775,1.529324971440088,118721153.33333333,0.3527764629189832,0.04962218206317805
2020-11-24,111.9045639038086,112.56528404633674,109.39771329718027,110.68029423244997,113874200,AAPL,2020,11,4,24,0.011593957811776079,0.021898101677056282,111.97884902954101,90.92606065750122,1.5470559006394602,113772610.0,0.3476215873313842,0.05035802869711284
2020-11-25,112.7402114868164,113.43979858279867,111.90459439029078,112.27382503154756,76499200,AAPL,2020,11,4,25,0.007467502252420433,0.02195494277795071,112.05839019775391,91.09482545852661,1.5586085440621056,111298850.0,0.3485239118346669,0.0502276523249689
2020-11-27,113.2843246459961,114.15880846315034,112.92481998616722,113.26489496698316,46691300,AAPL,2020,11,4,27,0.004826256328633205,0.021974861373062135,112.18353897094727,91.26912324905396,1.566130788411747,109103253.33333333,0.3488401097294507,0.05018212465345944
2020-11-30,115.67461395263672,117.54017498824594,113.4981186646787,113.6535857908531,169410200,AAPL,2020,11,4,30,0.02109991222625096,0.022184778777791785,112.42439147949219,91.45527593612671,1.599176010582064,110903800.0,0.35217244522212315,0.049707290016766145
2020-12-01,119.24054718017578,119.96928259001577,116.60738412219024,117.57903133531022,127728200,AAPL,2020,12,4,1,0.03082727580140565,0.0223069250222492,112.67370819091796,91.66644006729126,1.648474250515269,111140096.66666667,0.35411145674061206,0.04943510732947743
2020-12-02,119.59033966064452,119.87211823940518,117.46242991146435,118.56038858339666,89004200,AAPL,2020,12,4,2,0.0029335028120944795,0.022210785903715856,112.8964601135254,91.87377668380738,1.653310054364821,109959446.66666667,0.3525852955471869,0.04964908659450029
2020-12-03,119.45428466796876,120.27046459048226,118.7449790955268,120.01783429457548,78967600,AAPL,2020,12,4,3,-0.0011376754431990932,0.022175930914349242,113.20747436523438,92.08444047927857,1.651429124115976,109593500.0,0.3520319897443038,0.049727122479081516
2020-12-04,118.78386688232422,119.37657225081612,118.07456118438024,119.12394191020984,78260400,AAPL,2020,12,4,4,-0.0056123377031473964,0.022116267215059535,113.4837403869629,92.300502948761,1.6421607461786243,108802580.0,0.3510848578805915,0.04986127278814064
2020-12-07,120.2413330078125,121.038083362331,118.7838623046875,118.84215876062711,86712000,AAPL,2020,12,4,7,0.012269899639924642,0.0221347074150186,113.7103938293457,92.54180116653443,1.6623098937268597,108940560.0,0.35137758697989946,0.04981973386814557
2020-12-08,120.85345458984376,121.43644873670094,119.60002903502644,120.84374345698704,82225500,AAPL,2020,12,4,8,0.005090775083069765,0.02213294293688576,113.89729934692383,92.79835081100464,1.6707723395141847,107953053.33333333,0.35134957675789963,0.04982370558719102
2020-12-09,118.3271713256836,122.37893756571138,117.56928784632052,120.99920059491816,115089200,AAPL,2020,12,4,9,-0.02090369094316713,0.02245416666535682,114.05055694580078,93.03675298690796,1.6358470308925879,108713466.66666667,0.3564488453623838,0.049110940036214044
2020-12-10,119.74579620361328,120.35793867044406,116.74340998030308,117.0834850101648,81312200,AAPL,2020,12,4,10,0.011989003557137945,0.02059691634888334,114.19881973266601,93.30533849716187,1.6554592067648926,106625946.66666667,0.3269659106036748,0.053539336373781034
2020-12-11,118.93933868408205,119.27941372539408,117.13207427816091,118.95876836655133,86939800,AAPL,2020,12,4,11,-0.006734745979390833,0.01968296549273258,114.31194213867188,93.57008493423461,1.6443101095280872,104652966.66666667,0.3124573905482179,0.056025360257459925
2020-12-14,118.3271713256836,119.85265683014164,118.09397811966689,119.12392157489586,79184500,AAPL,2020,12,4,14,-0.005146887187799543,0.016410493024377696,114.48595703125,93.80105188369751,1.6358470308925879,100950030.0,0.26050850060678166,0.06719756871578282
2020-12-15,124.25424194335938,124.27367903878984,120.6105649235341,120.81460994707471,157243700,AAPL,2020,12,4,15,0.050090529092106095,0.01841227222389994,114.71100341796875,94.07310873031616,1.7177874741837484,102095923.33333333,0.2922857602563685,0.05989186012762092
2020-12-16,124.18619537353516,124.73031529802184,122.97163667560736,123.79754252066066,98208600,AAPL,2020,12,4,16,-0.0005476398130153104,0.018351465985438645,114.99948287963868,94.32862718582153,1.7168467453725864,101782063.33333333,0.2913204911455892,0.0600903074196084
2020-12-17,125.05097198486328,125.9060261306018,124.4096813755594,125.24529842903368,94359800,AAPL,2020,12,4,17,0.006963548635393835,0.01707449448145329,115.26801086425782,94.60032255172729,1.728802091183506,100319540.0,0.27104919696042096,0.06458435614965481
2020-12-18,123.0688247680664,125.43964605507789,122.5441344465272,125.30361605465058,192541500,AAPL,2020,12,4,18,-0.01585071419546269,0.01636427598778301,115.4990298461914,94.86680238723756,1.701399343335638,102524686.66666667,0.2597748278957982,0.06738735239424987
2020-12-21,124.59431457519533,124.67204812925546,119.94984220975748,121.4753279960592,121251600,AAPL,2020,12,4,21,0.01239542028620022,0.01645371427631376,115.72175979614258,95.1685021018982,1.7224889032709483,102751143.33333333,0.2611946167106358,0.06702105154779378
2020-12-22,128.14080810546875,130.599073771845,125.9740246713456,127.8784592702847,168904800,AAPL,2020,12,4,22,0.02846432874858862,0.016527740742541045,115.87128158569335,95.46479578018189,1.7715183936794485,103230793.33333333,0.26236975043108174,0.06672086946687876
2020-12-23,127.24685668945312,128.6751636796923,127.0719525761441,128.41282974895654,88223700,AAPL,2020,12,4,23,-0.006976321042706735,0.01660413656784487,116.06694259643555,95.76858121871948,1.7591597126320806,101570803.33333333,0.2635824965608265,0.06641388597110445
2020-12-24,128.22828674316406,129.67604646021374,127.38295839338778,127.59672197110412,54930100,AAPL,2020,12,4,24,0.007712803909224464,0.01587249984797643,116.28048645019531,96.11010469436646,1.7727277665406196,99658640.0,0.25196812369593696,0.06947520826759264
2020-12-28,132.814453125,133.44601785068772,129.72460743607215,130.1910087492954,124486200,AAPL,2020,12,4,28,0.035765637195339206,0.01688646968556314,116.59506530761719,96.43866228103637,1.8361305046848153,100369436.66666667,0.26806439585898684,0.06530347983914436
2020-12-29,131.0460968017578,134.8549533162403,130.53112480019288,134.13594363731207,121047300,AAPL,2020,12,4,29,-0.013314487103130879,0.017190172343753717,116.9070622253418,96.80154108047485,1.811683368760524,101684950.0,0.272885526095476,0.06414974850826277
2020-12-30,129.9286346435547,132.13427742745725,129.6177004950943,131.735898609551,96452100,AAPL,2020,12,4,30,-0.008527244881574636,0.017323408686700056,117.25568405151367,97.1459778022766,1.796234701027227,101860586.66666667,0.2750005874696664,0.06365636536140379
2020-12-31,128.92784118652344,130.9197204767935,127.98534242224186,130.27842990655225,99116600,AAPL,2020,12,4,31,-0.007702639681982482,0.017326518630955193,117.55460861206055,97.49288200378417,1.7823989523409407,102688773.33333333,0.2750499563042086,0.06364493965310224
2021-01-04,125.7408447265625,129.8217592553949,123.16597863459702,129.73431458165692,143301900,AAPL,2021,1,1,4,-0.02471922612393873,0.017887807608949806,117.80220932006836,97.82613246917725,1.7383394295949535,104921433.33333333,0.2839601426007007,0.061647869698339026
2021-01-05,127.29550170898438,128.0048148809108,124.78865000861988,125.23561427002338,97664900,AAPL,2021,1,1,5,0.012363977558784933,0.017962833298047903,118.1026303100586,98.18591331481933,1.7598322192920164,105706496.66666667,0.28515113849246954,0.06139038393154464
2021-01-06,123.01051330566406,127.3343470647896,122.79674977159816,124.09876065496375,155088000,AAPL,2021,1,1,6,-0.03366174252658516,0.019037605927589494,118.33112533569336,98.53014741897583,1.7005932002362196,108422620.0,0.3022126250547056,0.05792457501535869
2021-01-07,127.20804595947266,127.89792197499628,124.2348079857969,124.72063157172194,109578200,AAPL,2021,1,1,7,0.03412336507675828,0.01885356426540335,118.64337707519532,98.86819917678832,1.758623162854933,107809916.66666667,0.29929105424058855,0.05849001372589551
2021-01-08,128.3060302734375,128.8695874924766,126.5376250523671,128.67524616951312,105158200,AAPL,2021,1,1,8,0.008631406179406609,0.018824694483964684,118.94751922607422,99.213382396698,1.7738025536900466,107519383.33333333,0.2988327606680396,0.058579714725507985
2021-01-11,125.32303619384766,126.47929859092636,124.85664974689551,125.527088604103,100384500,AAPL,2021,1,1,11,-0.023249055973695754,0.01949461545667023,119.29675842285157,99.52805601119995,1.7325633188330223,108315560.0,0.3094674264191118,0.0565666573478464
2021-01-12,125.14815521240234,126.0129205782068,123.26315737935116,124.85665810373771,91951100,AAPL,2021,1,1,12,-0.001395441626348748,0.019515473804646927,119.56257446289062,99.85477027893066,1.7301456278576377,109824220.0,0.3097985424281477,0.05650619829701059
2021-01-13,127.17887115478516,127.72299108513502,124.84692436009828,125.10925836684515,88636800,AAPL,2021,1,1,13,0.01622649522029529,0.019383828477988592,119.99432510375976,100.1831044960022,1.7582198276184844,107131773.33333333,0.3077087376545368,0.05688996030467991
2021-01-14,125.25504302978516,127.285782101989,125.1092870553467,127.09145562889724,90221800,AAPL,2021,1,1,14,-0.015126947641000643,0.018948069904863873,120.38934509277344,100.50244724273682,1.7316233283447304,105881560.0,0.3007912847576226,0.05819828817405966
2021-01-15,123.53519439697266,126.52786882491787,123.39916441507316,125.12869482471947,111598500,AAPL,2021,1,1,15,-0.013730773557784182,0.019157221158633143,120.71757080078125,100.82934061050415,1.7078468005358525,106634703.33333333,0.30411145798084777,0.057562901400683895
2021-01-19,124.20565795898438,125.06071220220736,123.34089258160076,124.15707263586324,90757300,AAPL,2021,1,1,19,0.005427308106686013,0.019166401618393343,120.97171463012695,101.15473411560059,1.7171158113213785,107027693.33333333,0.30425719326152806,0.05753532951157759
2021-01-20,128.28659057617188,128.7335548533042,124.90526215662156,125.01214395162096,104319500,AAPL,2021,1,1,20,0.03285625376691881,0.019946684870946453,121.22832733154297,101.50478096008301,1.7735338041653423,107896330.0,0.3166438058921929,0.05528463701112107
2021-01-21,132.98931884765625,135.70993338633443,129.80231790485385,130.00637029637122,120150900,AAPL,2021,1,1,21,0.03665798779407159,0.020825277769827844,121.58161773681641,101.85292161941528,1.8385479847108088,109010960.0,0.33059103577683774,0.0529522460566254
2021-01-22,135.12696838378906,135.88485193048166,131.19179469063414,132.4160646907934,114459400,AAPL,2021,1,1,22,0.016073843784263353,0.020949062907600517,122.02371749877929,102.215419921875,1.8681005178069225,110085423.33333333,0.3325560639201519,0.052639358501587616
2021-01-25,138.86773681640625,140.97620825831717,132.6686264728245,139.0134927089437,157611700,AAPL,2021,1,1,25,0.027683359416401654,0.02084013850719344,122.54743423461915,102.58860759735107,1.9198158158673375,111502840.0,0.3308269426690483,0.052914486738409046
2021-01-26,139.10098266601562,140.2086596098709,137.36172630104042,139.5285097015661,98390600,AAPL,2021,1,1,26,0.0016796259156850457,0.02081542198754689,123.00741165161133,102.96064380645753,1.9230403882650102,112072120.0,0.33043458008348936,0.05297731813101014
2021-01-27,138.03216552734375,140.208660067174,136.42895396495652,139.3633171255217,140843800,AAPL,2021,1,1,27,-0.007683749734810452,0.02083491941281894,123.45145446777343,103.32098705291747,1.9082642271916492,113868920.0,0.3307440921143448,0.05292774168288923
2021-01-28,133.20310974121094,137.9641898687069,132.82416793009364,135.56422012291074,142621100,AAPL,2021,1,1,28,-0.03498500344237654,0.022023336432480146,123.79794403076171,103.64052822113037,1.8415035966343853,115983473.33333333,0.3496096274415055,0.050071669932770034
2021-01-29,128.21853637695312,132.86300755142042,126.51815423658084,131.97880528014946,177523800,AAPL,2021,1,1,29,-0.037420848311589094,0.021523684678786154,124.02453186035156,103.93830890655518,1.7725929698794842,116659476.66666667,0.3416779017470359,0.051234035859685584
2021-02-01,130.33670043945312,131.54154780221725,127.2177077051634,129.95775878259116,106239800,AAPL,2021,2,1,1,0.016519951969134583,0.021698808203564537,124.3111669921875,104.24395259857178,1.801876120602719,116927183.33333333,0.3444579015187198,0.050820543797624025
2021-02-02,131.16262817382812,132.44519444855226,130.7933975854858,131.8816374338767,83305400,AAPL,2021,2,1,2,0.0063368777296819445,0.021694006927897663,124.64074951171875,104.55842128753662,1.813294389263012,116558703.33333333,0.34438168363037736,0.05083179130211334
2021-02-03,130.14244079589844,131.9205571212181,129.82179541007085,131.91083115954507,89880900,AAPL,2021,2,1,3,-0.00777803397304333,0.02151661567814835,124.93807388305665,104.87487411499023,1.7991905239001955,113136683.33333333,0.3415656848408035,0.05125086812724972
2021-02-04,133.4945831298828,133.5042942626405,130.7739685158837,132.43549143917588,84183100,AAPL,2021,2,1,4,0.025757487822450686,0.021872689358993527,125.32770431518554,105.21841976165771,1.8455331519098235,111901066.66666667,0.3472181792883939,0.050416536099712514
2021-02-05,133.08103942871094,133.7232884555335,132.20525610000038,133.6551792335879,75693800,AAPL,2021,2,1,5,-0.0030978313237588484,0.021334874176740647,125.776884765625,105.55056743621826,1.8398160015028018,108794033.33333333,0.3386806279470579,0.05168744954998195
2021-02-08,133.22695922851562,133.27561713779653,131.29048728628555,132.37062753976116,71297200,AAPL,2021,2,1,8,0.0010964732499165741,0.021275345054344332,126.20333267211915,105.88473617553711,1.841833310533218,108229816.66666667,0.3377356324252984,0.05183207275128632
2021-02-09,132.3511962890625,134.17090160726997,132.19551172596402,132.94478730279516,76774200,AAPL,2021,2,1,9,-0.006573466395423666,0.021297166401527706,126.59555236816406,106.2049423980713,1.829726081160456,108957953.33333333,0.3380820355728161,0.05177896495124309
2021-02-10,131.74786376953125,133.3048279995829,130.7844904817518,132.80853804149436,73046600,AAPL,2021,2,1,10,-0.004558572468159161,0.02029412223665671,126.96482315063477,106.52189052581787,1.8213851422226053,107243300.0,0.32215920308723733,0.05433815859616913
2021-02-11,131.494873046875,132.72097244544923,130.17145780866096,132.24414858851415,64280000,AAPL,2021,2,1,11,-0.0019202643247318019,0.020143761634509615,127.28122833251953,106.84311393737794,1.8178876013123986,105351056.66666667,0.31977230252565847,0.05474375901948268
2021-02-12,131.7283935546875,131.88409294253404,130.09359452723146,130.7358433658653,60145100,AAPL,2021,2,1,12,0.0017758905910290057,0.020075610394846965,127.53098526000977,107.15446063995361,1.8211159707991176,104140823.33333333,0.3186904351355297,0.054929599199063414
2021-02-16,129.6070556640625,132.35118706954955,129.2178071626484,131.84518629017936,80576300,AAPL,2021,2,1,16,-0.01610387732956231,0.02025399640138767,127.73131958007812,107.44787422180175,1.7917889426024618,103522813.33333333,0.3215222251996136,0.05444580964722311
2021-02-17,127.32027435302734,128.6631557746567,125.98713342468182,127.7192485215278,97918500,AAPL,2021,2,1,17,-0.01764395695372034,0.01999122369348596,127.8886393737793,107.73556304931641,1.7601746956290318,102010033.33333333,0.3173508377809559,0.0551614673305276
2021-02-18,126.22067260742188,126.50286477250336,123.982542030246,125.72438263501022,96856700,AAPL,2021,2,1,18,-0.008636501540646657,0.019933022231438814,128.03737548828124,108.01281711578369,1.7449729441584245,101983093.33333333,0.31642691821385327,0.05532253061586517
2021-02-19,126.37638854980467,127.19380316380035,125.33518012530344,126.7364453512212,87668800,AAPL,2021,2,1,19,0.0012336801822243615,0.01889771228207385,128.16007659912108,108.28553894042969,1.7471256826981505,99735786.66666667,0.29999188227850987,0.05835337188996925
2021-02-22,122.6104736328125,126.23040308983671,122.22123254914696,124.56639727156256,103916400,AAPL,2021,2,1,22,-0.029799197145976675,0.01864466655080657,128.19521697998047,108.53572566986084,1.6950627400406293,99547060.0,0.29597490582695163,0.05914534484489292
2021-02-23,122.47423553466795,123.30136816472336,115.205185125388,120.43072920624994,158273000,AAPL,2021,2,1,23,-0.0011111456803645225,0.018554703824223365,128.27815826416017,108.78147735595704,1.6931792783990862,101317553.33333333,0.29454679181612486,0.05943211183063182
2021-02-24,121.97797393798828,122.18232386351376,118.94190941685854,121.5790071569596,111039900,AAPL,2021,2,1,24,-0.0040519672934737905,0.01810005521788085,128.32280181884767,109.01602165222168,1.6863185713410256,101672733.33333333,0.28732946893829847,0.06092496511149341
2021-02-25,117.73526763916016,123.0581213384482,117.29737597808456,121.32600598694728,148199500,AAPL,2021,2,1,25,-0.0347825608333604,0.019138201656175476,128.2987203979492,109.22344619750976,1.627664093048931,103547680.0,0.3038095327394687,0.057620107284723034
2021-02-26,117.9980010986328,121.49142336780444,117.93961010314024,119.2922172828974,164560400,AAPL,2021,2,1,26,0.0022315612368408733,0.01885064302889718,128.2921369934082,109.43654136657715,1.6312963251455768,106078466.66666667,0.2992446810486918,0.058499077775492146
2021-03-01,124.35233306884766,124.48856634693102,119.4868376397081,120.42101187120409,116307900,AAPL,2021,3,1,1,0.05385118316456361,0.02128459224412962,128.29409881591798,109.68595890045167,1.7191435623466707,106948003.33333333,0.337882427012287,0.051809554066963005
2021-03-02,121.7541275024414,125.25728178317216,121.64708603789464,124.9556235235339,102260900,AAPL,2021,3,1,2,-0.020893902850763202,0.021482920508297573,128.2454574584961,109.9200979232788,1.6832239437684844,106636750.0,0.34103079060194813,0.051331253226933
2021-03-03,118.77645874023438,122.32827149061752,118.56237577745944,121.45248092660913,112966300,AAPL,2021,3,1,3,-0.024456409185366845,0.021898822880319135,128.11996719360351,110.14156352996827,1.6420583302490754,107377050.0,0.34763303607825363,0.050356370234701145
2021-03-04,116.89838409423828,120.27503892466773,115.42900990064756,118.47480719948628,178155000,AAPL,2021,3,1,4,-0.015811842396341036,0.02107152351782861,127.99655838012696,110.34486404418945,1.6160943627255782,109838233.33333333,0.33450006584054043,0.052333436247856614
2021-03-05,118.15369415283205,118.65970985611862,114.407264000797,117.72553558561702,153766600,AAPL,2021,3,1,5,0.010738472292155743,0.019892869018523007,127.86774597167968,110.5566438293457,1.6334487472612158,110958756.66666667,0.31578950571956055,0.055434197633266825
2021-03-08,113.22981262207033,117.74499188213018,113.08384627126932,117.67687524164398,154376600,AAPL,2021,3,1,8,-0.04167353010895003,0.02068713017654658,127.56952606201172,110.73643363952637,1.565377171710799,112289330.0,0.32839801072057184,0.05330585843732446
2021-03-09,117.83255004882812,118.77645723226702,115.59442688495044,115.827968557669,129525800,AAPL,2021,3,1,9,0.04064951906368042,0.021526400454637606,127.38123992919923,110.94211757659912,1.6290090008941072,111353133.33333333,0.3417210133521531,0.05122757216141641
2021-03-10,116.75240325927734,118.88348469179792,116.23665463262118,118.41640140144617,111943300,AAPL,2021,3,1,10,-0.009166794651420007,0.0214972911327699,127.15172225952148,111.1399317932129,1.614076209897596,111804890.0,0.34125891719317897,0.05129693903547221
2021-03-11,118.67913818359376,119.89551178020834,117.99797193915168,119.2435373142202,103026500,AAPL,2021,3,1,11,0.016502743160135447,0.021866755436100692,126.86901596069336,111.34999389648438,1.6407128950304208,110544313.33333333,0.347123981182753,0.05043021750016599
2021-03-12,117.77418518066406,117.91041846338685,115.95449457965704,117.16113540841164,88105100,AAPL,2021,3,1,12,-0.00762520706486558,0.02112195630432601,126.60357772827149,111.55386112213135,1.6282021194718188,108727113.33333333,0.3353006615065172,0.05220847997113035
2021-03-15,120.654541015625,120.6642740842342,117.18057793774676,118.14395127784393,92403800,AAPL,2021,3,1,15,0.024456597432981786,0.020751710245991352,126.41809585571289,111.77196063995362,1.6680224032472688,105889780.0,0.3294231875409847,0.05313996868660569
2021-03-16,122.19205474853516,123.79766976227536,121.3649219912014,122.31855495993447,115227900,AAPL,2021,3,1,16,0.012743107055631198,0.020647820366393472,126.28338012695312,111.99812297821045,1.68927819130304,106189383.33333333,0.32777398683007014,0.05340734339496339
2021-03-17,121.40383911132812,122.47424657756945,119.04893377660936,120.71293967926184,111932600,AAPL,2021,3,1,17,-0.0064506292068591264,0.020602925350310268,126.19664001464844,112.21561191558838,1.6783812840637105,107143623.33333333,0.3270613005440957,0.05352372121509862
2021-03-18,117.28763580322266,119.866349957318,117.08328587882134,119.57441725151207,121229700,AAPL,2021,3,1,18,-0.033905050600013475,0.02137707101713123,125.9964826965332,112.41071670532227,1.6214756817014147,108188583.33333333,0.3393504820217749,0.05158542214608228
2021-03-19,116.7621612548828,118.16342636251116,116.46050290360724,116.6745858977346,185549500,AAPL,2021,3,1,19,-0.004480221165182874,0.02066360280349368,125.87151565551758,112.60103973388672,1.6142111120334266,111567463.33333333,0.3280245252519682,0.05336655195864727
2021-03-22,120.07069396972656,120.5377847911862,117.024896545298,117.0930131834112,111912300,AAPL,2021,3,1,22,0.02833565839554386,0.021503837702062514,125.72876861572266,112.81129421234131,1.6599508466822968,112774746.66666667,0.34136284075891243,0.05128132233623241
2021-03-23,119.24354553222656,120.89781076796868,118.8543044696532,120.01229458916612,95467100,AAPL,2021,3,1,23,-0.0068888453139827055,0.021498229554503645,125.54751892089844,113.00630252838135,1.6485157020706878,113580410.0,0.3412738141763733,0.051294699866784234
